time_bin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,46,47,48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6268928189240319,4467.0095128545945,5157.837857325151,5113.912865309329,5440.008585648165,5524.147447196144,4862.194823092533,5341.078687182143,6387.2137708462515,6973.125524106465,6614.713855266275,6519.839233025363,6148.669438319427,5819.284847091731,5578.609093532137,5530.505908535927,5596.850925458792,5124.513216624406,6610.966990552149,7329.998830419349,7821.404967752621,7644.354486404114,8008.237005676371,8653.456669970414,8814.030852062682,9076.480045028191,8719.038519396805,8156.201469599561,8005.872244261981,7452.700980542321,207.30485491961872,0.0,0.0,0.0,0.0,0.0
300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16557425583673094,6322.8993577774645,7163.922965753145,7020.477432846878,6417.520358519003,5367.661531977096,3971.0453420194553,3777.998744906709,4789.370164681918,5621.834992673678,5697.419616076697,5882.019107711708,6003.104837433041,6298.46074663493,6685.996876056977,7291.321628913774,7450.4709580272265,6510.806829805766,7161.250082541574,6842.364205809045,6237.44112735594,5761.86579448391,5358.664096643088,5258.777032436761,4494.9539380626275,4675.53512195356,4866.658964247692,4859.8728648825545,5309.452746316861,5037.244910674267,182.31698828516866,0.0,0.0,0.0,0.0,0.0
600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07688002220802019,6412.965307722268,7290.34122512839,7309.6603015237615,7342.052085029689,6656.941734598301,5650.165286009393,5926.2222417808525,7256.75136450379,8252.227792023137,8231.739707543527,8271.28811238831,8141.662680939624,7709.630271032052,7129.107700150098,7035.688885750847,6570.762147927195,5579.587708302801,5649.7247955189505,5488.135435202523,5737.771887154891,6099.015631957683,6588.478775624265,7492.556227866028,7577.572581173992,7749.573912025815,6704.5964311601465,5394.886540517102,5114.878361768791,4281.376222899274,144.7193395613501,0.0,0.0,0.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7341698263526902,5090.014271837665,5737.831293257729,5757.55302320485,5881.345561445898,5664.414945195902,5152.3368215655855,5435.584840270326,6474.620715296347,7253.024818608222,7433.163149864204,7321.586318236449,7185.003711664526,7212.285818822867,6977.302988042754,7108.259559538827,7220.008245996997,6582.442664136855,8362.074309400401,8566.04314855542,8746.114887549771,8165.689103223513,7508.611667408141,7111.278248538997,6745.682091230813,6681.408215785411,5800.75671666132,4536.087388166903,4467.8047984031045,3594.087136735026,148.0081447715269,0.0,0.0,0.0,0.0,0.0
1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4214227238828291,6352.644663177508,7048.133008735575,7209.997003420303,6888.041600811022,6029.610222593783,4965.557781000791,4892.653427013991,6038.031039298407,6858.6727612714,7005.006801873231,7262.256841147051,7199.895613195243,7282.8561956986505,7198.953340365838,7352.43214889797,7528.813973742739,6982.179353155993,7446.889404197916,7532.251978824501,7561.506227239351,7586.957322063237,7426.324257617632,7315.360471867404,6847.726294076847,6908.324997844629,6532.052777079177,6217.490257701639,6436.101514148009,6095.178245528068,175.65117993487138,0.0,0.0,0.0,0.0,0.0
1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0847084897890062,5038.039786830732,5593.969459419629,5613.886456774179,5899.329696130159,5642.081477193063,4856.329926717599,4930.506399611528,6124.79504872707,7160.958015212347,7498.32544929096,7625.661010747491,7681.917160672876,7566.182493998295,7737.80050779025,8138.437211470732,7652.9532369129965,6418.8566868227,6438.122478234832,6499.300670512408,6536.390397673576,6475.336473395873,6772.9993113452065,7335.614259015815,7198.638910471755,7360.403190603408,7057.917372621325,6207.935159375486,6124.503820586649,5495.2871644731495,171.66710351615976,0.0,0.0,0.0,0.0,0.0
1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47912348274270683,5367.942643138681,6134.553638434544,5906.687969950981,5406.6783105031145,4664.313614675238,3681.539903166598,3810.632506701179,5137.956575773798,6046.000926236215,5766.355525628336,5775.9240555352635,5652.961933587451,5778.825493289242,5786.462359882887,6023.734788896002,6112.397039669042,5608.247764469685,6652.237842290587,7275.448862984732,7958.818562280209,7852.000643785805,7806.735830472723,7922.538451275232,7780.689057376371,7804.081313647617,7069.806437179204,6295.566272685547,6192.549914435961,5709.246984334612,180.0666480453949,0.0,0.0,0.0,0.0,0.0
2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8465112975775069,3881.0462856706586,4564.19889000594,4767.804399662936,5046.849542022968,4744.009179518316,4061.381189181731,4056.4013967724923,5186.136230419178,5951.228421004759,6059.609196672135,6384.215322621044,6374.182995315796,6068.176447483555,5891.308414695663,5985.699338387467,6070.708497550081,5294.957534559312,5973.456629016536,5752.038263600574,5522.459727238448,5614.119927419886,5841.733572386993,5995.42586975731,5842.2468430019235,6143.595426410277,5573.330231901218,5059.187149929503,5375.653012633569,4935.070919839293,179.66485863837502,0.0,0.0,0.0,0.0,0.0
2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282698651362624,5547.233603933318,6174.023618377675,5914.260223235425,5590.251980705453,4749.9116930995415,3711.044430812604,3542.885858322996,4405.186118795099,5012.892802963094,4881.11837255568,4992.671002767533,4984.250054122514,5141.367538426147,5400.831289748667,5845.035288837787,5900.751712681309,5435.941809167331,6103.292821449852,6355.663131409966,6684.774886311801,6586.019731642715,6101.856060349314,5999.472163836399,5958.205718341174,5965.985504326902,5379.6119683257675,4728.55318836567,4605.365091530394,3838.8217119768615,149.62083763290485,0.0,0.0,0.0,0.0,0.0
