time_bin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,46,47,48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,488.0,463.0,503.0,560.0,556.0,461.0,422.0,521.0,478.0,480.0,483.0,491.0,462.0,454.0,472.0,397.0,385.0,489.0,518.0,574.0,531.0,558.0,613.0,589.0,620.0,577.0,522.0,504.0,491.0,248.0,0.0,0.0,0.0,0.0,0.0
300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,554.0,545.0,587.0,593.0,556.0,417.0,366.0,479.0,441.0,456.0,433.0,494.0,511.0,542.0,544.0,488.0,471.0,494.0,487.0,502.0,472.0,438.0,401.0,412.0,445.0,423.0,364.0,347.0,396.0,238.0,0.0,0.0,0.0,0.0,0.0
600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,569.0,572.0,607.0,649.0,639.0,490.0,492.0,562.0,537.0,561.0,545.0,553.0,542.0,537.0,548.0,454.0,418.0,446.0,414.0,448.0,521.0,495.0,531.0,533.0,556.0,509.0,389.0,349.0,395.0,188.0,0.0,0.0,0.0,0.0,0.0
900.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,476.0,485.0,525.0,588.0,547.0,464.0,428.0,513.0,492.0,511.0,495.0,516.0,518.0,530.0,551.0,471.0,460.0,545.0,556.0,596.0,555.0,541.0,516.0,506.0,527.0,472.0,339.0,309.0,420.0,200.0,0.0,0.0,0.0,0.0,0.0
1200.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,566.0,567.0,590.0,615.0,588.0,458.0,427.0,504.0,485.0,490.0,479.0,520.0,502.0,543.0,544.0,486.0,477.0,495.0,501.0,522.0,527.0,516.0,515.0,509.0,505.0,479.0,401.0,410.0,417.0,241.0,0.0,0.0,0.0,0.0,0.0
1500.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,505.0,485.0,520.0,593.0,543.0,452.0,431.0,507.0,491.0,503.0,510.0,531.0,514.0,536.0,563.0,485.0,444.0,469.0,446.0,481.0,502.0,515.0,516.0,542.0,548.0,517.0,432.0,389.0,431.0,235.0,0.0,0.0,0.0,0.0,0.0
1800.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,514.0,526.0,531.0,553.0,521.0,408.0,380.0,454.0,431.0,432.0,424.0,451.0,454.0,489.0,479.0,420.0,409.0,492.0,504.0,566.0,574.0,561.0,547.0,538.0,567.0,516.0,430.0,409.0,445.0,236.0,0.0,0.0,0.0,0.0,0.0
2100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,432.0,428.0,460.0,533.0,522.0,401.0,383.0,475.0,425.0,434.0,438.0,469.0,465.0,479.0,488.0,431.0,400.0,460.0,417.0,454.0,486.0,443.0,435.0,447.0,468.0,452.0,374.0,362.0,420.0,236.0,0.0,0.0,0.0,0.0,0.0
2400.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,519.0,512.0,540.0,560.0,539.0,403.0,358.0,435.0,399.0,405.0,398.0,425.0,426.0,470.0,464.0,413.0,396.0,466.0,461.0,501.0,525.0,484.0,446.0,466.0,520.0,456.0,333.0,333.0,370.0,204.0,0.0,0.0,0.0,0.0,0.0
2700.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,485.0,467.0,489.0,541.0,501.0,391.0,371.0,497.0,466.0,483.0,492.0,490.0,490.0,503.0,507.0,399.0,374.0,407.0,367.0,401.0,435.0,445.0,423.0,444.0,490.0,455.0,350.0,344.0,391.0,244.0,0.0,0.0,0.0,0.0,0.0
3000.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,437.0,451.0,479.0,535.0,520.0,428.0,384.0,486.0,420.0,440.0,434.0,433.0,421.0,475.0,439.0,402.0,400.0,474.0,493.0,535.0,537.0,512.0,487.0,477.0,485.0,398.0,301.0,277.0,339.0,164.0,0.0,0.0,0.0,0.0,0.0
3300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,586.0,570.0,596.0,627.0,578.0,452.0,419.0,492.0,441.0,447.0,424.0,463.0,476.0,486.0,473.0,412.0,363.0,454.0,409.0,438.0,435.0,408.0,383.0,421.0,465.0,426.0,342.0,349.0,376.0,202.0,0.0,0.0,0.0,0.0,0.0
