time_bin,1,2,3,4,5,6,7
1680.0,189.98146541157075,217.9996927936622,201.90332863272636,198.1794675941231,233.95431675737444,256.03195409388974,256.39777341599665
1740.0,224.92172082185286,233.8466513698586,255.11373374943315,199.70629641018837,208.34002680382608,266.9127145320684,277.86162997828524
1800.0,237.81420814010866,245.79456858928717,256.0599586233518,230.27866060375877,189.60925792743524,191.04209776877747,237.80470089705716
1860.0,181.3820080023235,209.4056009271547,255.12528716669712,221.43699008002207,207.36389174173098,188.04698336903016,190.27319236638334
1920.0,220.84487797836658,218.33514733914805,208.22030729806602,184.99454795065188,200.5480061506516,194.41873176058058,243.3143039295882
1980.0,232.42337077211565,228.7687607832478,233.41119022152762,165.4415109103951,182.61510787441352,210.06698549445207,253.97255239212944
2040.0,213.3191565317725,192.4833324839425,194.37603546954358,217.46010070071318,181.00666824579412,203.57134069990775,212.479788223487
2100.0,186.59237539965653,195.8140722159414,234.9636470808575,186.0007983147205,208.84791361235415,244.6483145337127,202.0855062451416
2160.0,200.22114133046784,197.3180968891104,228.75599598492957,172.5313528058786,179.49552172710835,200.82151954005357,206.6065893333477
2220.0,254.42170028023952,220.11703252248682,231.56245538040767,173.95130923956705,173.09225957019262,189.69729390285704,216.8348022166539
2280.0,212.57095259075928,244.07118109859704,219.83041691186028,200.5470296710383,198.6103635422996,182.28727425460013,188.06219362773703
2340.0,210.53334091354102,222.9843372392515,272.6900414725445,214.1575172505524,181.5971870990693,229.3203783295328,245.77380213023898
2400.0,243.68760907706252,239.97600374168854,246.13335654959673,188.74671203112487,211.51364417649273,257.0561233209871,224.9182949681261
2460.0,220.06123667241792,252.80347605842954,252.37389458210853,164.90831929227508,186.20149965331092,226.4638592736947,304.6069308564302
2520.0,207.77055148507236,207.48571032553244,193.50622436004056,183.38471496576753,213.83529262494855,258.5532141839028,265.20928359610963
2580.0,170.90123433179258,199.52753906764474,198.85465050088865,185.12481176023812,213.72645853921583,284.40917355125157,308.9274260005919
2640.0,189.2816694705192,211.91524089555247,216.58430968686997,199.18544344483968,214.02893946306486,221.31322353333232,208.15727914414416
2700.0,215.96018982895077,228.77994354274037,241.04904690108526,175.73859343444894,158.59400937070367,191.2406453920035,212.1327871917716
2760.0,239.84055700711687,195.10888062490918,206.56970012881698,188.07158256192062,192.412926636916,196.80292609190664,210.35146152402766
2820.0,237.6097844541392,262.4732872616818,215.68188032490545,198.2274496384483,180.8287392773343,191.40867592469985,155.7259670144454
2880.0,202.45235556227726,194.7852865819155,185.84630871403238,160.83693952757423,169.66975635751115,219.93827564644857,235.14916624587144
2940.0,152.36353208370147,168.85224140428468,219.21510340311133,188.8287481791762,176.91259095445818,278.816562295602,270.7186046777153
3000.0,168.83874141371814,158.6502042713438,180.20122843362282,173.63267147818564,234.49092180800704,300.85016280671834,292.89251436682855
3060.0,195.2156245753083,208.2029600940983,198.35927758438703,169.06346897356653,197.84094278946532,230.16127713214732,292.28084197360397
3120.0,282.7044276009042,233.9624183459693,205.23702688162484,184.59185131125665,175.6754251882806,177.10578566109837,186.87477744491986
3180.0,220.27836598611455,227.98224003226954,240.51108755118042,206.86722281578324,180.73282169067897,201.28073086930743,176.95912730173103
3240.0,222.15885778024557,215.97551448798407,231.11216765964772,208.16896513123362,183.61813273913344,200.5631315583806,219.2606274210755
3300.0,193.84088448880593,221.42343863270358,235.32655872500715,203.2220322541852,214.97701049534635,274.2157191752099,232.608143949087
3360.0,206.67339182170775,186.54977724075346,206.63531279151138,189.5749332623495,193.5810142950407,216.54640176285895,273.20915775885965
3420.0,153.18405357210267,209.5331436878826,202.97062257220645,183.42037280539253,210.48374628382214,255.22147911441323,233.86145609103207
3480.0,152.94283803944703,166.40016723191124,186.13302154106438,176.51974284983152,207.8038578947208,229.6266684435286,227.92207929083955
3540.0,147.08069991270318,168.92185125819682,158.80679842309982,171.50184104724102,186.69621834264964,215.40003359929463,170.1779255958099
average,200.76848217898254,211.5787736769571,214.37600316486797,185.99675136466172,192.17811110101184,215.0383068026662,219.07877081551268
