,10,11,12,13,14,15,16
0.0,189.5471701721846,205.44437029495873,205.7911045749237,180.92216627171084,191.14769678904997,210.01395201392452,210.53735336381305
900.0,201.99544273684842,218.5772940878256,214.63938055624203,185.3037569007937,190.47073921018736,206.07960926405437,205.83431097991868
1800.0,212.1216955317477,219.12000667846766,229.49651808595266,192.5433212681029,196.13946746320548,218.7811009011115,233.93510972847773
2700.0,199.4096202751495,203.17342364657628,207.57700944235356,185.2177610180396,190.95454094160456,225.27856503157454,226.00830918984124
average,200.76848217898254,211.5787736769571,214.37600316486797,185.99675136466175,192.17811110101187,215.03830680266623,219.07877081551268
