time_bin,10,11,12,13,14,15,16
0.0,1647.0,1735.0,1682.0,1312.0,1229.0,1507.0,1416.0
900.0,1579.0,1722.0,1603.0,1311.0,1236.0,1484.0,1422.0
1800.0,1467.0,1586.0,1495.0,1157.0,1071.0,1307.0,1201.0
2700.0,1518.0,1638.0,1532.0,1219.0,1117.0,1401.0,1281.0
average,1552.75,1670.25,1578.0,1249.75,1163.25,1424.75,1330.0
